Filename, Algorithm, Average (s), Sorted Correctly
ARRAY1.txt, quickSort, 0.001453, Yes
ARRAY2.txt, quickSort, 0.001584, Yes
ARRAY3.txt, quickSort, 0.001792, Yes
ARRAY4.txt, quickSort, 0.017732, Yes
ARRAY5.txt, quickSort, 0.018962, Yes
ARRAY6.txt, quickSort, 0.024963, Yes
ARRAY7.txt, quickSort, 0.198971, Yes
ARRAY8.txt, quickSort, 0.206959, Yes
ARRAY9.txt, quickSort, 0.230683, Yes
